,Adriana Muñoz D'Albora,Alberto Cardemil Herrera,Alberto Robles Pantoja,Aldo Cornejo González,Alejandra Sepúlveda Orbenes,Alejandro García-Huidobro Sanfuentes,Alejandro Navarro Brain,Alejandro Santana Tirachini,Alejandro Sule Fernández,Alfonso De Urresti Longton,Alfonso Vargas Lyng,Alvaro Escobar Rufatt,Amelia Herrera Silva,Andrea Molina Oliva,Andrés Egaña Respaldiza,Antonio Leal Labrín,Aníbal Pérez Lobos,Arturo Longton Guerrero,Arturo Squella Ovalle,Boris Tapia Martínez,Camilo Escalona Medina,Carlos Abel Jarpa Wevar,Carlos Hidalgo González,Carlos Ignacio Kuschel Silva,Carlos Montes Cisternas,Carlos Olivares Zepeda,Carlos Recondo Lavanderos,Carlos Vilches Guzmán,Carmen Ibáñez Soto,Carolina Goic Boroevic,Carolina Tohá Morales,Celso Morales Muñoz,Claudia Nogueira Fernández,Claudio Alvarado Andrade,Clemira Pacheco Rivas,Cristian Letelier Aguilar,Cristina Girardi Lavín,Cristián Campos Jara,Cristián Leay Morán,Cristián Monckeberg Bruner,Darío Molina Sanhueza,Darío Paya Mira,David Sandoval Plaza,Denise Pascal Allende,Edgardo Riveros Marín,Edmundo Eluchans Urenda,Edmundo Salas De La Fuente,Edmundo Villouta Concha,Eduardo Cerda García,Eduardo Díaz Del Río,Eduardo Saffirio Suárez,Eliana Caraball Martínez,Enrique Accorsi Opazo,Enrique Estay Peñaloza,Enrique Jaramillo Becker,Enrique Van Rysselberghe Herrera,Ernesto Silva Méndez,Esteban Valenzuela Van Treek,Eugenio Bauer Jouanne,Eugenio Tuma Zedan,Exequiel Silva Ortiz,Felipe Harboe Bascuñán,Felipe Letelier Norambuena,Felipe Salaberry Soto,Felipe Ward Edwards,Fernando Meza Moncada,Fidel Espinoza Sandoval,Francisco Bayo Veloso,Francisco Chahuán Chahuán,Francisco Encina Moriamez,Frank Sauerbaum Muñoz,Fuad Chahin Valenzuela,Fulvio Rossi Ciocca,Gabriel Ascencio Mansilla,Gabriel Silber Romo,Gaspar Rivas Sánchez,Gastón Von Mühlenbrock Zamora,Germán Becker Alvear,Germán Verdugo Soto,Giovanni Calderón Bassi,Gonzalo Arenas Hödar,Gonzalo Duarte Leiva,Gonzalo Ibáñez Santa María,Gonzalo Uriarte Herrera,Guido Girardi Briere,Guido Girardi Lavín,Guillermo Ceroni Fuentes,Guillermo Teillier Del Valle,Gustavo Hasbún Selume,Hugo Gutiérrez Gálvez,Ignacio Urrutia Bonilla,Isabel Allende Bussi,Issa Kort Garriga,Iván Moreira Barros,Iván Norambuena Farías,Iván Paredes Fierro,Jaime Mulet Martínez,Jaime Quintana Leal,Javier Hernández Hernández,Javier Macaya Danús,Joaquín Godoy Ibáñez,Joaquín Tuma Zedan,Joel Rosales Guzmán,Jorge Burgos Varela,Jorge Insunza Gregorio de las Heras,Jorge Sabag Villalobos,Jorge Tarud Daccarett,Jorge Ulloa Aguillón,José Antonio Galilea Vidaurre,José Antonio Kast Rist,José Miguel Ortiz Novoa,José Pérez Arriagada,Juan Bustos Ramírez,Juan Carlos Latorre Carmona,Juan Lobos Krause,Juan Luis Castro González,Juan Masferrer Pellizzari,Juan Pablo Letelier Morel,Julio Dittborn Cordua,Karla Rubilar Barahona,Laura Soto González,Lautaro Carmona Soto,Leopoldo Pérez Lahsen,Leopoldo Sánchez Grunert,Lily Pérez San Martín,Luis Lemus Aracena,Manuel Monsalve Benavides,Manuel Rojas Molina,Marcela Cubillos Sigall,Marcela Sabat Fernández,Marcelo Díaz Díaz,Marcelo Forni Lobos,Marcelo Schilling Rodríguez,Marco Antonio Núñez Lozano,Marco Enríquez-Ominami Gumucio,Marcos Espinosa Monardes,Mario Bertolino Rendic,Mario Escobar Urbina,Mario Varela Herrera,Mario Venegas Cárdenas,Marisol Turres Figueroa,Marta Isasi Barbieri,María Angélica Cristi Marfil,María Antonieta Saa Díaz,María Eugenia Mella Gajardo,María José Hoffmann Opazo,María Pía Guzmán Mena,Matías Walker Prieto,Maximiano Errázuriz Eguiguren,Miodrag Marinovic Solo de Zaldívar,Mónica Zalaquett Said,Nicolás Monckeberg Díaz,Nino Baltolu Rasera,Néstor Jofré Núñez,Orlando Vargas Pizarro,Osvaldo Andrade Lara,Osvaldo Palma Flores,Pablo Galilea Carrillo,Pablo Longueira Montes,Pablo Lorenzini Basso,Pablo Prieto Lorca,Patricio Cornejo Vidaurrázaga,Patricio Hales Dib,Patricio Melero Abaroa,Patricio Vallespín López,Patricio Walker Prieto,Pedro Araya Guerrero,Pedro Browne Urrejola,Pedro Muñoz Aburto,Pedro Pablo Alvarez-Salamanca Büchi,Pedro Pablo Alvarez-Salamanca Ramírez,Pedro Velásquez Seguel,Pepe Auth Stewart,Ramón Barros Montero,Ramón Farías Ponce,Ramón Pérez Opazo,Raúl Sunico Galdames,Renán Fuentealba Vildósola,René Aedo Ormeño,René Alinco Bustos,René Manuel García García,René Saffirio Espinoza,Ricardo Rincón González,Roberto Delmastro Naso,Roberto León Ramírez,Roberto Sepúlveda Hermosilla,Rodolfo Seguel Molina,Rodrigo González Torres,Rodrigo Álvarez Zenteno,Rojo Edwards Silva,Romilio Gutiérrez Pino,Rosa González Román,Rosauro Martínez Labbé,Samuel Venegas Rubio,Sergio Aguiló Melo,Sergio Bobadilla Muñoz,Sergio Correa De la Cerda,Sergio Ojeda Uribe,Tucapel Jiménez Fuentes,Víctor Jeame Barrueto,Víctor Pérez Varela,Víctor Torres Jeldes,Waldo Mora Longa,Ximena Valcarce Becerra,Ximena Vidal Lázaro,Zarko Luksic Sandoval,abstengo,afirmativo,nombre,dispensados,fecha,id,legislatura,negativo,resultado,sesion
0,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ASISTE,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ASISTE,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ASISTE,A FAVOR,A FAVOR,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,A FAVOR,NO ASISTE,NO ASISTE,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,PAREO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,PAREO,A FAVOR,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,PAREO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,PAREO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,NO ASISTE,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,0,101,con excepción de las normas orgánicas constitucionales.,0,2008-08-06T12:43:40,8553,40,0,1,2088
1,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ASISTE,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ASISTE,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,PAREO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,PAREO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,NO ASISTE,A FAVOR,A FAVOR,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,A FAVOR,NO ASISTE,NO ASISTE,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,PAREO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,PAREO,PAREO,A FAVOR,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,PAREO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,PAREO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,PAREO,NO ESTA EN PERIODO,A FAVOR,NO ASISTE,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,PAREO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,0,92,"1°, 2°, 3°, 4°, 7° y 8° permanentes, y 1° transitorio.",0,2008-08-06T12:44:20,8554,40,0,1,2088
2,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,PAREO,NO ASISTE,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,PAREO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ASISTE,NO ESTA EN PERIODO,PAREO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,PAREO,A FAVOR,NO ESTA EN PERIODO,A FAVOR,PAREO,NO ESTA EN PERIODO,PAREO,A FAVOR,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,A FAVOR,PAREO,PAREO,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,PAREO,A FAVOR,PAREO,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ASISTE,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,NO ESTA EN PERIODO,NO ASISTE,A FAVOR,A FAVOR,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,PAREO,A FAVOR,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,A FAVOR,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,PAREO,PAREO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ASISTE,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ASISTE,PAREO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,0,85,None,0,2008-04-02T12:48:45,7992,40,0,1,2029
3,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,PAREO,NO ASISTE,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,PAREO,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ASISTE,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,NO ASISTE,NO ESTA EN PERIODO,PAREO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ASISTE,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,PAREO,PAREO,A FAVOR,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ASISTE,A FAVOR,PAREO,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,NO ASISTE,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,A FAVOR,NO ASISTE,NO ASISTE,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,PAREO,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,PAREO,PAREO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,PAREO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,PAREO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ASISTE,A FAVOR,NO ESTA EN PERIODO,PAREO,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ASISTE,A FAVOR,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,0,84,Modificaciones del Senado.,0,2008-07-29T13:20:55,8516,40,0,1,2083
4,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,PAREO,NO ASISTE,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,PAREO,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ASISTE,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,NO ASISTE,NO ESTA EN PERIODO,PAREO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,A FAVOR,PAREO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ASISTE,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,PAREO,PAREO,A FAVOR,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,A FAVOR,NO ASISTE,A FAVOR,PAREO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,NO ASISTE,ABSTENCION,A FAVOR,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,A FAVOR,NO ASISTE,NO ASISTE,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,PAREO,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,PAREO,A FAVOR,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,PAREO,A FAVOR,A FAVOR,PAREO,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ASISTE,A FAVOR,NO ESTA EN PERIODO,PAREO,PAREO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,NO ASISTE,A FAVOR,A FAVOR,A FAVOR,A FAVOR,A FAVOR,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,NO ESTA EN PERIODO,A FAVOR,A FAVOR,NO ESTA EN PERIODO,1,81,None,0,2008-07-29T13:19:54,8515,40,0,1,2083
